,code,Indent,text,othersFound,generality
32834,9902.11.81,0,"Polyethylene micro-tubes, having an interior diameter of 0.01 mm and wall thickness of 0.05 mm (provided for in subheading 3917.32.00)",1,specific
32835,","",Free""",No change,No change,1,specific
32836,9902.11.82,0,"Plastic elbows, holding pins, bend supports, anchor clips, staples of a kind used in construction applications (provided for in subheading 3917.40.00)",1,specific
32837,9902.11.83,0,Transparent polypropylene coextruded flat film in rolls with a thickness between 162-198µm and a width between 396-398 mm (provided for in subheading 3920.20.00).,1,specific
32838,9902.11.84,0,"Sheets of plastics of poly(methyl methacrylate), noncellular and not reinforced, laminated, supported or similarly combined with other materials, not flexible, the foregoing of a kind used to produce counter tops or edging, cabinet tops, faces or edges for home or office furnishings (provided for in subheading 3920.51.50)",0,Low
32839,9902.11.85,0,"Flexible film of acrylic polymers, other than poly(methyl methacrylate) (provided for in subheading 3920.59.10)",0,Low
32840,9902.11.86,0,"Poly(vinyl butyral) film (CAS No. 27360-07-2), certified by the importer to be used in aircraft (provided for in subheading 3920.91.00)",1,specific
32841,9902.11.87,0,"Sheets of regenerated cellulose, cellular, nonadhesive, rectangular in shape and measuring 750 mm or more but not over 885 mm in length, 765 mm or more but not over 885 mm in width and 0.9 mm or more but not over 1.9 mm in thickness (provided in for subheading 3921.14.00)",1,specific
32842,9902.11.88,0,"Expanded poly(tetrafluoroethylene) (PTFE) nonadhesive cellular sheets, of a thickness greater than 1.5 mm but not more than 3.0 mm, certified by the importer as having a tensile strength of at least 48.3 MPa (7,000 psi) per ASTM F-152 (CAS No. 9002-84-0) (provided for in subheading 3921.19.00)",1,specific
32843,9902.11.89,0,"Expanded poly(tetrafluoroethylene) (PTFE) nonadhesive cellular sheets, of a thickness greater than 3.0 mm but not more than 6.0 mm, certified by the importer as having a tensile strength of at least 48.3 MPa (7,000 psi) per ASTM F-152 (CAS No. 9002-84-0) (provided for in subheading 3921.19.00)",1,specific
32844,9902.11.90,0,"Injection molded thermoplastic dental restorative product containers, designed for use in a dispensing system, each container with capacity not over 50 ml (provided for in subheading 3923.30.00)",1,specific
32845,","",Free""",No change,No change,1,specific
32846,9902.11.91,0,"Plug-type closures of polyethylene, suitable for use in capping specimen tubes and measuring 15 mm in length; each closure having an upper portion designed to extend beyond the specimen tube to permit holding of the closure, such upper portion having a diameter of 15.5 mm and thickness of 3.3 mm and having a notched groove; with the bottom portion of such closure designed for insertion into a specimen tube having a diameter measuring approximately 11.7 mm; the foregoing closures certified by the importer as for use in an automated insertion system (provided for in subheading 3923.50.00)",1,specific
32847,9902.11.92,0,Injection molded thermoplastic dental restorative product dispenser closures fitting containers with capacity less than or equal to 50 ml (provided for in subheading 3923.50.00),1,specific
32848,","",1.3%""",No change,No change,1,specific
32849,9902.11.93,0,Plastic lids certified by the importer for use on food storage containers (provided for in 3923.50.00),1,specific
32850,9902.11.94,0,Plastic cap for sport water bottle of the squeezable type (provided for in 3923.50.00),1,specific
32851,9902.11.95,0,"Cutlery of plastics, each piece individually wrapped in polypropylene film, presented with such wrapped cutlery joined together by skewers for ease of loading in a fully enclosed dispensing system (provided for in subheading 3924.10.40)",1,specific
32852,","",Free""",No change,No change,1,specific
32853,9902.11.96,0,"Cutlery of plastics, presented with quantities of identical cutlery items joined together by paper wrapping or paper banding designed for ease of loading in a fully enclosed dispensing system (provided for in subheading 3924.10.40)",1,specific
32854,","",Free""",No change,No change,1,specific
32855,9902.11.97,0,"Disposable cutlery of plastics, containing by weight over 96 percent of polypropylene, presented without being individually wrapped, grouped, banded or skewered for ease of loading in a fully enclosed dispensing system (provided for in subheading 3924.10.40)",1,specific
32856,9902.11.98,0,"Pans or inserts of plastics, of a type designed for pet crates of metal wire as inserts to create a solid interior surface (provided for in subheading 3924.90.56)",1,specific
32857,9902.11.99,0,"Plastic ornamentation designed for aquariums that house fish, reptiles or small pets (provided for in subheading 3924.90.56)",1,specific
32858,9902.12.01,0,Boxing and mixed martial arts gloves of plastics (provided for in subheading 3926.20.30),1,specific
32859,9902.12.02,0,Handles of plastics for coolers of heading 9403 (provided for in subheading 3926.30.10),1,specific
32860,9902.12.03,0,"Belting, for machinery, of plastic, containing textile components, in which man-made or vegetable fiber do not predominate by weight over any other textile fiber, of a width exceeding 120 cm, but not more than 171 cm (provided for in subheading 3926.90.59)",0,Low
32861,","",Free""",No change,No change,1,specific
32862,9902.12.04,0,"Fasteners of nylon or of polypropylene, with a filament length of 6 mm or more but not over 127 mm, presented on clips each holding the quantity of 25, 50 or 100 pieces, suitable for use in a mechanical attaching device (provided for in subheading 3926.90.85)",1,specific
32863,","",4.4%""",No change,No change,1,specific
32864,9902.12.05,0,Plastic components of a kind used as one-piece internal top and bottom dividers for golf bags (provided for in subheading 3926.90.99),1,specific
32865,9902.12.06,0,"Vinyl rings, slitted on one side to attach to bottom of toilet brush caddies, valued no greater than $0.083 each (provided for in subheading 3926.90.99)",1,specific
32866,","",Free""",No change,No change,1,specific
32867,9902.12.07,0,"Cut-to-shape pieces or profiles of polyvinyl chloride plastics, the foregoing designed to be attached to the edge of a dust pan tray having contact with the floor or other surface, rigid and flexible in form, each measuring 24.77 cm to 30 cm in length and 1.35 cm to 1.87 cm in width, valued not over $0.09 each (provided for in subheading 3926.90.99)",0,Low
32868,","",Free""",No change,No change,1,specific
32869,9902.12.08,0,Adjustable squeeze-trigger bar clamps of plastics (provided for in subheading 3926.90.99),1,specific
32870,9902.12.09,0,"Back-shell style smartphone cases of hard plastics, each incorporating flexible rubber over command buttons and specially fitted rigid plastic clip with adjustable neoprene fabric armband (provided for in subheading 3926.90.99).",1,specific
32871,9902.12.10,0,"Rectangular plastic block filled with a polymer based freezer gel, designed to attach to reusable food storage containers (provided for in 3926.90.99)",1,specific
32872,","",1.0%""",No change,No change,1,specific
32873,9902.12.11,0,"Accessories of plastics for cameras of subheading 8525.80.40, each incorporating a handheld camera grip, folding extension arms and a tripod screwed into the base of the handle the foregoing measuring between 50 and 53 cm when fully extended without the tripod, 62 to 65 cm when fully extended with the tripod and 18 to 21 cm when folded and collapsed (provided for in subheading 3926.90.99).",1,specific
32874,","",Free""",No change,No change,1,specific
32875,9902.12.12,0,"Mounts of plastics, designed to secure cameras of subheading 8525.80.40 to a person's head; each mount incorporating an adjustable head-strap designed to encircle the forehead, a strap designed to cross the top of the user's head, a plastic mount designed to clip the camera to the head strap, a thumbscrew to allow the mounting of the camera and the adjustment of the viewing direction of the camera on a pivot (provided for in subheading 3926.90.99)",1,specific
32876,","",Free""",No change,No change,1,specific
32877,9902.12.13,0,"Accessories of plastics, designed for use with cameras of subheading 8525.80.40; such goods measuring between 14 cm and 17 cm in length, buoyant in water, each incorporating a handle designed to allow a user to grip with the hand, an adjustable hand-strap and an adjustable thumb screw designed to permit mounting of the camera and adjusting the viewing angle of the camera on a pivot (provided for in subheading 3926.90.99).",1,specific
32878,","",Free""",No change,No change,1,specific
32879,9902.12.14,0,"Mounts of plastics, engineered to attach to cameras of subheading 8525.80.40; designed to attach to flat surfaces by means of a round suction cup measuring between 8 and 10 cm in diameter; each incorporating x, y and z-directional pivots to adjust the camera's viewpoint (provided for in subheading 3926.90.99).",1,specific
32880,","",Free""",No change,No change,1,specific
32881,9902.12.15,0,"Camera mounts of plastics, designed to clamp to tubes measuring 10 to 23 mm, each mount designed to hold two cameras in such positions as to permit the user to take photos with immersive front-facing and rear-facing perspectives (provided for in subheading 3926.90.99)",1,specific
32882,","",Free""",No change,No change,1,specific
32883,9902.12.16,0,"Mounting frame enclosures for digital still image video cameras of subheading 8525.80.40, incorporating openings for camera microSD, micro HDMI and USB ports, camera latching mechanism, and glass protective screen (provided for in subheading 3926.90.99)",1,specific
32884,9902.12.17,0,"Camera mounts of plastics, engineered to operate with cameras of subheading 8525.80.40 and facilitate mounting of cameras onto tubes measuring 3.5 to 6.35 cm in diameter, the foregoing incorporating a base capable of rotating the camera 360 degrees on a plane (provided for in subheading 3926.90.99)",1,specific
32885,","",Free""",No change,No change,1,specific
32886,9902.12.18,0," Mounting frame enclosures of plastics, designed for digital still image video cameras of subheading 8525.80.40, the foregoing incorporating an adhesive circular base of a diameter of 15 cm (provided for in subheading 3926.90.99)",1,specific
32887,9902.12.19,0,Plastic screen protectors having dimensions not exceeding 40 mm by 60 mm but at least 35 mm by 50 mm for digital still image video cameras of 8525.80.40 (provided for in subheading 3926.90.99),1,specific
32888,9902.12.20,0,"Replacement doors of plastics, designed for use on waterproof camera housings (provided for in subheading 3926.90.99)",1,specific
32889,9902.12.21,0,"Replacement side doors of plastics, designed for housings for digital still image video cameras of subheading 8525.80.40 (provided for in subheading 3926.90.99)",1,specific
32890,9902.12.22,0,"Camera mounts of plastics, designed to attach cameras of subheading 8525.80.40 securely onto tubes measuring 9 to 35 mm in diameter, each incorporating a base capable of rotating the camera 360 degrees on a plane (provided for in subheading 3926.90.99)",1,specific
32891,","",Free""",No change,No change,1,specific
32892,9902.12.23,0,"Camera mounts of plastics, designed to hold cameras of subheading 8525.80.40, each mount measuring 4 and 10 cm in length, 3 to 5 cm in width and less than 2 cm in height, incorporating adhesive pads to attach the mount to flat surfaces (provided for in subheading 3926.90.99)",1,specific
32893,","",Free""",No change,No change,1,specific
32894,9902.12.24,0,"Camera mounts each designed to clip a camera of subheading 8525.80.40 to a surfboard, such mounts of plastics, designed to be inserted into a cross-sectional hole drilled into the surfboard and held thereto by screws (provided for in 3926.90.99)",1,specific
32895,","",Free""",No change,No change,1,specific
32896,9902.12.25,0,"Anchors suitable for use with cameras of subheading 8525.80.40, designed to be affixed to cameras by means of an adhesive, incorporating tethers that may be tied to the anchors (provided for in subheading 3926.90.99)",1,specific
32897,","",Free""",No change,No change,1,specific
32898,9902.12.26,0,"Camera mounts of plastics, each with an elongated, segmented plastic neck composed of 6 to 8 ball joints, incorporating a base that clips into other types of mounts but not incorporating a clamp, engineered to mount cameras of subheading 8525.80.40 (provided for in subheading 3926.90.99).",0,Low
32899,","",Free""",No change,No change,1,specific
32900,9902.12.27,0,"Sets each containing five camera mounts of plastics, designed for cameras of subheading 8525.80.40; such sets each containing mounts having various different profile configurations including but not limited to rectangular, curved or raised profiles (provided for in subheading 3926.90.99)",1,specific
32901,9902.12.28,0,"Camera mounts of plastics, designed for mounting cameras of subheading 8525.80.40 to musical instruments or microphone stands; each incorporating a spring-loaded clamp and a folding extension arm (provided for in subheading 3926.90.99)",1,specific
32902,","",Free""",No change,No change,1,specific
32903,9902.12.29,0,"Conveyor belting of vulcanized rubber, reinforced with textile components in which man-made fibers predominate by weight over any other single textile fiber, of a width exceeding 120 cm but not over 171 cm (provided for in subheading 4010.12.50)",0,Low
32904,9902.12.30,0,"Gaskets, washers and other seals, of vulcanized rubber other than hard rubber, of a kind in the automotive goods of chapter 87 (provided for in subheading 4016.93.10)",0,Medium
32905,9902.12.31,0,"Toys for pets made of noncellular vulcanized rubber, other than hard rubber, with felt textile covering, without holes (provided for in subheading 4016.99.20)",0,Low
32906,9902.12.32,0,"Camera flotation devices of vulcanized rubber other than hard rubber, cellular rubber or natural rubber, such devices measuring 6 to 9 cm in length, 4 to 6 cm in width and 2 to 6 cm in depth; the foregoing whether designed to encase the camera or to be attached to the camera by means of an adhesive pad (provided for in subheading 4016.99.60)",0,Low
32907,","",Free""",No change,No change,1,specific
32908,9902.12.33,0,"Flotation devices of vulcanized rubber other than of hard rubber, designed for use with cameras of subheading 8525.80.40, such devices with length, width and height dimensions all smaller than 50 mm and either designed to encase the camera or to attach to the camera by an adhesive pad (provided for in 4016.99.60)",0,Low
32909,","",Free""",No change,No change,1,specific
32910,9902.12.34,0,"Whole, tanned bovine hides, full grain unsplit or grain splits, in the dry state, not further prepared after tanning or crusting, having a unit surface area of 5.11 m2 or more but not over 6.04 m2, certified by the importer for use in the production of upholstery (provided for in subheading 4104.41.50)",1,specific
32911,","",Free""",No change,No change,1,specific
32912,9902.12.35,0,"Life jackets designed for pets, such jackets of neoprene and ripstop fabrics and with attached reflectors and handles (provided for in subheading 4201.00.60)",1,specific
32913,9902.12.37,0,"Doll diaper bags, with an outer surface of cotton textile material, each measuring not over 25 cm in width, 22 cm in height exclusive of handles and 10 cm in depth; such bags designed to hold and carry doll diapers and other doll-related accessories and having an attached flap designed to serve as a diaper changing mat for dolls (provided for in subheading 4202.92.15)",0,Low
32914,9902.12.38,0,"Sleeping bag carrying bags (“stuff sacks”), of woven taffeta fabric of polyester with 160 or more but not over 210 thread count, formed from 22 or more but not over 112 decitex yarns; such bags or sacks each weighing 25 g/m2 or more but not over 250 g/m2, having a drawstring closure, measuring 77.5 cm or more but not over 127.7 cm in circumference, valued not over $2 each, not presented with or containing sleeping bags (provided for in subheading 4202.92.31)",1,specific
32915,","",Free""",No change,No change,1,specific
32916,9902.12.39,0,"Backpacks or totes, each with an outer surface of man-made fiber textile material, specially designed for carrying dolls and containing straps, sleeves, netting or other restraints specifically designed to hold a doll in place, incorporating one or more exterior windows through which a doll can be viewed (provided for in subheading 4202.92.31)",0,Low
32917,9902.12.40,0,"Backpacks or totes, each with an outer surface of man-made fiber textile material, specially designed for carrying dolls and containing straps, sleeves, netting or other restraints specifically designed to hold a doll in place, not incorporating any exterior windows through which a doll can be viewed (provided for in subheading 4202.92.31)",0,Low
32918,9902.12.41,0,Shopping bags with outer surface of spun-bonded fabric of polypropylene or nonwoven fabric of polypropylene (provided for in subheading 4202.92.31),1,specific
32919,9902.12.42,0,"Backpacks of man-made fibers, each containing a padded compartment designed for a laptop or tablet, with hard molded plastic shell in the shape of a shield on one outer surface (provided for in subheading 4202.92.31)",1,specific
32920,9902.12.43,0,"Backpacks of man-made fibers, each containing a padded compartment designed for a laptop or tablet, with hard molded plastic shell in the shape of one or more animals or animal parts on one outer surface (provided for in subheading 4202.92.31)",1,specific
32921,9902.12.44,0,"Backpacks of man-made fibers, each containing a padded compartment designed for a laptop ortablet, with hard molded plastic shell in a shape other than a shield or animals or animal parts on one outer surface (provided for in subheading 4202.92.31)",0,Low
32922,9902.12.45,0,"Backpacks with outer surface of 230 decitex fabric of nylon and with laminated polyester knitted backing inner surface; such backpacks each weighing 0.85 kg but not over 1 kg, measuring 0.018 m3 but not over 0.022 m3 in volume; valued $14 or more but not over $21 each; the foregoing each presented with a detachable front pouch having its own shoulder strap (provided for in subheading 4202.92.31)",1,specific
32923,9902.12.46,0,"Binocular carrying cases with outer surface of camouflage-printed woven fabric of man-made fibers coated with plastics, each with a padded interior and both a zipper and magnetic closures, designed to be carried on the front side of the body and supported by shoulder straps stabilized with a back harness, weighing no more than 382.544 g, valued $20 or more (provided for in subheading 4202.92.91)",1,specific
32924,9902.12.47,0,"Bags of man-made fibers, with outer surface of textile materials, the foregoing designed for use on janitorial, cleaning and housekeeping carts (provided for in subheading 4202.92.91)",1,specific
32925,","",Free""",No change,No change,1,specific
32926,9902.12.48,0,"Drawstring bags with outer surface of sheeting of plastic or of textile materials, such bags of nylon, presented packaged in sets of 5 bags per set and labeled for retail sale, each bag with capacity of less than 1 liter in volume (provided for in subheading 4202.92.91)",1,specific
32927,9902.12.49,0,"Cases or containers with outer surface of sheeting of plastics or of man-made fibers, the foregoing specially shaped or fitted for, and with labeling, logo or other descriptive information on the exterior of the case or container or retail packaging indicating its intention to be used for, electronic games of heading 9504 or accessories thereof (provided for in subheadings 4202.92.91 and 4202.92.97)",0,Low
32928,9902.12.50,0,"Carrying cases of hard plastics, each with handle and door of plastics and with no door of metal, the foregoing designed for use for reptiles or amphibians and not for the housing or transport of mammals, measuring not over 381 mm on any side (provided for in subheading 4202.99.90)",1,specific
32929,9902.12.51,0,"Camera cases of transparent polycarbonate plastics, designed to encase cameras of subheading 8525.80.40; each incorporating buttons for the operation of the camera, an opaque plastic base that clips into a camera mount, a thumb-screw on the base mount that allows for adjustment of the camera viewing angle on a pivot, a silicon gasket in the door of the case that allows for waterproof operation of the camera at a depth of more than 40 m but not more than 60 m, a flat and optically-coated glass lens and a heat sink to dissipate camera heat (provided for in subheading 4202.99.90).",1,specific
32930,9902.12.52,0,"Cases of clear polycarbonate plastics, designed for use with cameras of subheading 8525.80.40 to affix camera to the user's wrist; such housings waterproof at a depth up to 60 m, each incorporating buttons for operation of the camera, a silicon gasket designed for waterproofing, a flat and optically-coated glass lens, an aluminum heat sink and adjustable neoprene/hook and loop closures on its wrist straps (provided for in subheading 4202.99.90).",1,specific
32931,9902.12.53,0,"Cases or containers of injection-molded acrylonitrile-butadiene-styrene (ABS), polypropylene (PP) or polycarbonate (PC) plastics, the foregoing specially shaped or fitted for, and with labeling, logo or other descriptive information on the exterior of the case or container, its zipper pull or its retail packaging indicating such cases are designed for use as holders for electronic games of subheading 9504 or accessories thereof (provided for in subheading 4202.99.90)",0,Low
32932,9902.12.54,0,"Camera cases with outer surface of transparent molded polycarbonate plastics, designed for cameras of subheading 8525.80.40; the foregoing each incorporating buttons for the operation of the camera, an opaque plastic base that clips into a camera mount, a thumb-screw on the base mount that allows for adjustment of the camera viewing angle on a pivot, a silicon gasket in the door of the case that allows for waterproof operation of the camera at a depth of not more than 40 m, a flat, optically-coated, glass lens and a heat sink to dissipate camera heat (provided for in subheading 4202.99.90)",1,specific
32933,9902.12.55,0,"Camera cases of molded polycarbonate plastics, such cases designed to hold cameras of subheading 8525.80.40, each case incorporating buttons for the operation of the camera, a plastic clip attached to a base mount, a thumb-screw on the base mount that allows adjustment of the viewing angle on a pivot, a flat and optically-coated glass lens and open spaces that allow air and sound to enter (provided for in subheading 4202.99.90).",1,specific
32934,9902.12.56,0,"Camera cases designed to contain cameras of subheading 8525.80.40; such cases of opaque molded polycarbonate plastics in a solid color and with nonreflective surface; each incorporating buttons for the operation of the camera, a plastic clip attached to a base mount, a thumb-screw on the base mount designed to facilitate the adjustment of its viewing angle on a pivot, a silicon gasket in the door of the housing designed to allow for waterproof operation of the camera at a depth of more than 40 m but not more than 60 m; each incorporating a flat, optically-coated glass lens and a heat sink to dissipate camera heat (provided for in subheading 4202.99.90).",1,specific
32935,9902.12.57,0,"Women's leather jackets, other than anoraks, each having a full frontal opening with no closure, of waist-length and valued not over $125 (provided for in subheading 4203.10.40)",0,Low
32936,9902.12.58,0,"Batting gloves of leather, each having a strap designed to wrap around the wrist and back of the hand and secure the glove on the wearer's wrist (provided for in subheading 4203.21.20)",1,specific
32937,","",Free""",No change,No change,1,specific
32938,9902.12.59,0,"Full-fingered gloves, each with a palm side of leather and a back side comprising a camouflage-printed knitted fabric wholly of polyester and coated with expanded polytetrafluoroethylene (EPTFE), such gloves with insulation comprising 40 percent by weight of synthetic microfiber and 60 percent by weight of duck down; each having a mitt sewn to the back of the glove as a flap, with leather tips for each finger and thumb designed to improve grip, such mitt designed to cover the fingers for additional warmth; the foregoing gloves designed for use in the sport of hunting (provided for in subheading 4203.21.80)",1,specific
32939,9902.12.60,0,"Boxing and mixed martial arts gloves, of leather or of composition leather (provided for in subheading 4203.21.80)",1,specific
32940,9902.12.61,0,"Gloves of horsehide or cowhide (except calfskin) leather, not specially designed for use in sports, not wholly of leather, the foregoing with fourchettes or sidewalls which, at a minimum, extend from fingertip to fingertip between each of the four fingers (provided for in subheading 4203.29.15)",1,specific
32941,","",9.2%""",No change,No change,1,specific
32942,9902.12.62,0,"Gloves of horsehide or cowhide (except calfskin) leather, not specially designed for use in sports, not wholly of leather, such gloves without fourchettes or sidewalls (provided for in subheading 4203.29.18)",1,specific
32943,","",13.4%""",No change,No change,1,specific
32944,9902.12.63,0,"Men's full-fingered gloves with a palm side of leather and a backside of woven fabric comprising 89 percent or more but not over 95 percent by weight of man-made fibers and 5 percent or more but not over 11 percent by weight of elastomeric fibers, such fabric coated with plastics; such gloves stuffed with synthetic microfiber for thermal insulation, with elasticized wrist and valued at $18 or more per pair; the foregoing other than gloves specially designed for use in sports (provided for in subheading 4203.29.30) ",0,Low
32945,9902.12.64,0,"Women’s belts of leather or of composition leather, each valued at $7.00 or more (provided for in subheading 4203.30.00)",1,specific
32946,9902.12.65,0,"Belts of furskin, other than of mink (provided for in subheading 4303.10.00)",0,Low
32947,9902.12.66,0,"Plaiting materials and products of plaiting materials, suitable for use in window shades, presented in rolls each having an area measuring 27.85 m2 or more but not over 46.46 m2, of bamboo reeds and/or bamboo slats each measuring 1 mm or more but not over 13 mm in width and/or bamboo cane measuring over 2 mm but not over 5 mm in cross section, the foregoing woven with yarn of polyester into a repeating pattern, such pattern whether or not including grass, paper strips or jute (provided for in subheading 4601.92.20)",1,specific
32948,9902.12.67,0,"Plaiting materials and products of plaiting materials, of wood, suitable for use in window shades, presented in rolls each having an area measuring over 27.85 m2 but less than 46.46 m2, containing any combination of wood slats each measuring 6 mm or more but not over 8 mm in width or 22 mm or more but not over 25 mm in width and measuring 1 mm or more but not over 2 mm in thickness, bamboo reeds measuring 1 mm or more but not over 2.5 mm in width, marupa wood rods measuring 1.5 mm or more but not over 3 mm in diameter and/or paper rope, the foregoing woven with yarns of polyester into a repeating pattern, whether or not such pattern also contains jute or paper (provided for in subheading 4601.94.20)",1,specific
32949,9902.12.68,0,"Flatgoods of rattan, of a kind normally carried in the pocket or in the handbag, with or without shoulder straps or handles (provided for in subheading 4602.12.23)",1,specific
32950,9902.12.69,0,"Fine animal hair of Kashmir (cashmere) goats, processed beyond the degreased or carbonized condition (provided for in subheading 5102.11.90)",1,specific
32951,9902.12.70,0,"Camel hair, not processed in any manner beyond the degreased or carbonized condition (provided for in subheading 5102.19.20)",1,specific
32952,9902.12.71,0,"Camel hair, processed beyond the carbonized condition (provided for in subheading 5102.19.90)",1,specific
32953,9902.12.72,0,Noils of camel hair (provided for in subheading 5103.10.00),1,specific
32954,9902.12.73,0,"Fine animal hair of Kashmir (cashmere) goats, carded or combed (provided for in subheading 5105.31.00)",1,specific
32955,9902.12.74,0,"Camel hair, carded or combed (provided for in subheading 5105.39.00)",1,specific
32956,9902.12.75,0,"Yarn of carded hair of Kashmir (cashmere) goats, having a yarn count of 19.35 metric or higher (provided for in subheading 5108.10.80)",1,specific
32957,9902.12.76,0,"Yarn of carded hair of Kashmir (cashmere) goats, having a yarn count less than 19.35 metric, not put up for retail sale (provided for in subheading 5108.10.80)",1,specific
32958,9902.12.77,0,Yarn of carded camel hair (provided for in subheading 5108.10.80),1,specific
32959,9902.12.78,0,"Yarn of combed cashmere or yarn of camel hair, not put up for retail sale (provided for in subheading 5108.20.80)",1,specific
32960,9902.12.79,0,"Woven fabrics of carded vicuna hair, containing 85 percent or more by weight of vicuna hair and of a weight not exceeding 300 g/m2 (provided for in subheading 5111.11.70)",1,specific
32961,9902.12.80,0,"Woven fabrics of carded vicuna hair, containing 85 percent or more by weight of vicuna hair and of a weight exceeding 300 g/m2 (provided for in subheading 5111.19.60).",1,specific
32962,9902.12.81,0,"Woven fabrics of combed vicuna hair, such fabrics containing 85 percent or more by weight of vicuna hair, of a weight not exceeding 200 g/m2 (provided for in subheading 5112.11.60).",1,specific
32963,9902.12.82,0,"Woven fabrics of combed vicuna hair, such fabrics containing 85 percent or more by weight of vicuna hair and of a weight exceeding 200 g/m2 (provided for in subheading 5112.19.95).",1,specific
32964,9902.12.83,0,"Woven fabrics of cotton, bleached, of yarn numbers 43 to 68, put up in continuous rolls measuring 74 cm or more but not over 184 cm in width and 1640 m or more but not over 6500 m in length (provided for in subheading 5208.21.40)",1,specific
32965,9902.12.84,0,"Woven fabrics of cotton, containing more than 50 percent but less than 85 percent by weight of cotton and containing polyester, bleached, pique weave, measuring 290 cm or greater in width (provided for in subheading 5211.20.29)",1,specific
32966,9902.12.85,0,"Woven fabrics of cotton, containing over 50 percent but less than 85 percent by weight of cotton and containing polyester, dyed, pique weave, measuring 290 cm or greater in width (provided for in subheading 5211.39.00)",1,specific
32967,9902.12.86,0,"Monofilament yarn of nylon, of 53 decitex or more but not over 58 decitex, with no cross-sectional dimension exceeding 1 mm; untwisted or with twist of fewer than 5 turns/m, not put up for retail sale, fully oriented; the foregoing with consistent diameter to be suitable for silk-screening (provided for in subheading 5402.45.90)",1,specific
32968,","",Free""",No change,No change,1,specific
32969,9902.12.87,0,"Synthetic (polyvinyl alcohol) filament yarn, untwisted, measuring from 1100 to 1330 decitex (dtex) and consisting of 200 filaments, certified by the importer as having from 6.8 to 8.2 cN/dtex tenacity and with elongation at break from 7.7 to 13.5 percent (provided for in subheading 5402.49.91)",1,specific
32970,9902.12.88,0,"Synthetic filament yarn (other than sewing thread) not put up for retail sale, single, with a twist exceeding 50 turns/m, of nylon or other polyamides, measuring 23 or more but not over 840 decitex, each formed from 4 to 68 filaments and containing 10 percent or more by weight of nylon 12 (provided for in subheading 5402.51.00)",0,Medium
32971,9902.12.89,0,"High tenacity single yarn of viscose rayon, with a decitex equal to or greater than 1,000, the foregoing not put up for retail sale and other than sewing thread (provided for in subheading 5403.10.30)",0,Low
32972,9902.12.90,0,"High tenacity single yarn of viscose rayon, with a decitex less than 1,000 (provided for in subheading 5403.10.30)",1,specific
32973,9902.12.91,0,High tenacity multiple (folded) or cabled yarn of viscose rayon (provided for in subheading 5403.10.60),1,specific
32974,9902.12.92,0,"Single filament yarn of viscose rayon (other than sewing thread), not put up for retail sale, untwisted or with a twist not exceeding 120 turns per meter (provided for in subheading 5403.31.00) ",0,Low
32975,9902.12.93,0,"Single filament yarn of viscose rayon, with a twist exceeding 120 turns/m (provided for in subheading 5403.32.00) ",1,specific
32976,9902.12.94,0,"Synthetic monofilament of polypropylene, of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm (provided for in subheading 5404.19.80)",1,specific
32977,9902.12.95,0,"Monofilament of nylon, of 67 decitex or more and with no cross-sectional dimension exceeding 1 mm, the foregoing without consistent diameter (provided for in subheading 5404.19.80)",1,specific
32978,9902.12.96,0,"Monofilament of nylon, of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; designed with consistent diameter to be suitable for silk-screening (provided for in subheading 5404.19.80)",1,specific
32979,9902.12.97,0,"Fabrics containing 85 percent or more by weight of textured polyester filaments, plain woven, of yarns of different colors, weighing 96 g/m2 or more but less than 170 g/m2, measuring 142.2 cm or more in width; such fabric with weft yarns of polybutylene terephthalate (PBT) giving the fabric sideways stretch, with 31 or more but not over 36 single yarns per cm dyed light beige in the warp and 14 or more but not over 18 single yarns per cm dyed light brown in the weft (provided for in subheading 5407.53.20)",1,specific
32980,9902.12.98,0,"Acrylic fiber tow containing at least 85 percent but not more than 92 percent by weight of acrylonitrile units, containing a minimum of 35 percent by weight of water, presented in the form of raw white (undyed) filament with an average filament measure between 2 and 5 decitex per filament and an aggregate measure in the tow bundle between 660,000 and 1,200,000 decitex, with a length greater than 2 meters (provided for in subheading 5501.30.00)",1,specific
32981,9902.12.99,0,"Acrylic filament tow containing 85 percent or more by weight of acrylonitrile units and 2 percent or more but not over 3 percent of water, raw white (undyed), crimped, with an average decitex of 2.2 (plus or minus 10 percent) and an aggregate filament measure in the tow bundle between 660,000 and 1,200,000 decitex, with a length greater than 2 m (provided for in subheading 5501.30.00)",1,specific
32982,9902.13.01,0,"Acrylic fiber tow containing 85 percent or more by weight of acrylonitrile units and 2 percent or more but not over 3 percent of water, raw white (undyed), crimped, with an average decitex of 3.3 (plus or minus 10 percent) and an aggregate filament measure in the tow bundle between 660,000 and 1,200,000 decitex, with a length greater than 2 meters (provided for in subheading 5501.30.00)",1,specific
32983,9902.13.02,0,"Acrylic filament tow (polyacrylonitrile tow), containing by weight 92 percent or more of polyacrylonitrile, not more than 0.01 percent of zinc and 2 percent or more but not over 8 percent of water, dyed, presented in the form of bundles of crimped product each containing 214,000 filaments (plus or minus 10 percent) with an average decitex of 2.75 (plus or minus 10 percent) and length greater than 2 meters (provided for in subheading 5501.30.00)",1,specific
